UUID;Name;Points
095ee630-7de5-4104-b122-f624078b99b1;soyrox;51
a6345eea-c141-42fd-9f0d-11f4210a0f20;candango_de_luta;50
8400b382-74f6-48ae-ad2c-423654f61fe2;alarissabrisola;60
05f6c58c-5749-46a6-8aa7-07768c3a6f03;viyusu1297;50
cbcbc270-227c-4708-872d-78ba75aa9e8a;bno_santos;8
3d887161-2977-496f-9f7c-6b37d9b79c2f;barbarayasmiiin;50
63f53514-daa0-4645-b5ae-a1970a5b9180;tututututuh;51
4a36c617-b018-436a-babc-4374461ab87b;null__var;53
403db18e-941e-4e63-ba23-e63c0515876a;lmadriles;50
c9bfbbf9-db90-45a7-a72c-4118140038f4;eduardo_cofferri;50
4caa2fb3-7ed2-436d-bc35-390feebfdebe;marmschu;50
000ff655-fa9f-4baa-a108-47f581ec52a1;cajuuh;52
